"","id","lat","long","type_of_waterbody","water_source","water_availability_months","aquaculture","area","volume","last_edit","block","district","state","country","postcode"
"183",197512797,"20.402685","4 78.59804","earthen_pond","rain",6,"yes",300,600,"2021-08-01T04:13:35","Ralegaon","Yavatmal","Maharashtra","India","445402"
"184",197599761,"20.405447","9 78.57682","earthen_pond","rain",4,"yes",83.612736,501.676416,"2021-08-01T10:15:05","Ralegaon","Yavatmal","Maharashtra","India","445402"
"185",197601168,"20.404692","8 78.57759","earthen_pond","rain",4,"yes",83.612736,501.676416,"2021-08-01T10:19:27","Ralegaon","Yavatmal","Maharashtra","India","445402"
"186",197604173,"20.404747","5 78.57661","earthen_pond","rain",12,"yes",139.35456,1393.5456,"2021-08-01T10:27:45","Ralegaon","Yavatmal","Maharashtra","India","445402"
"187",197610257,"20.405590","2 78.58159","earthen_pond","rain",4,"yes",83.612736,418.06368,"2021-08-01T10:49:02","Ralegaon","Yavatmal","Maharashtra","India","445402"
"188",197610343,"20.391546","5 78.59154","earthen_pond","rain",8,"yes",300,600,"2021-08-01T10:49:20","Ralegaon","Yavatmal","Maharashtra","India","445402"
"189",197611314,"20.405513"," 78.581789","earthen_pond","rain",4,"yes",83.612736,418.06368,"2021-08-01T10:53:02","Ralegaon","Yavatmal","Maharashtra","India","445402"
"190",197614188,"20.402611","7 78.57611","earthen_pond","rain",4,"yes",83.612736,250.838208,"2021-08-01T11:04:05","Ralegaon","Yavatmal","Maharashtra","India","445402"
"191",197618096,"20.390245","2 78.48673","earthen_pond","rain",10,"yes",10.0584,30.1752,"2021-08-01T11:17:41","Ralegaon","Yavatmal","Maharashtra","India","445402"
"192",197618106,"20.229985","5 78.69464","earthen_pond","rain",6,"yes",83.612736,250.838208,"2021-08-01T11:17:43","Ralegaon","Yavatmal","Maharashtra","India","445402"
"193",197618119,"20.242442"," 78.676807","earthen_pond","rain",10,"yes",65.61,196.83,"2021-08-01T11:17:44","Ralegaon","Yavatmal","Maharashtra","India","445402"
"194",197619069,"20.401447","1 78.58353","earthen_pond","rain",4,"yes",83.612736,250.838208,"2021-08-01T11:19:54","Ralegaon","Yavatmal","Maharashtra","India","445402"
"195",197622203,"20.242410","9 78.67675","earthen_pond","rain",6,"no",65.61,590.49,"2021-08-01T11:31:58","Ralegaon","Yavatmal","Maharashtra","India","445402"
"196",197626985,"20.394411","6 78.58630","earthen_pond","rain",4,"yes",83.612736,501.676416,"2021-08-01T11:49:26","Ralegaon","Yavatmal","Maharashtra","India","445402"
